Generation,Strategy,Share,Mean,CI_lower,CI_upper,Population,Total_Generations,Mutation,SCB,Rounds,Repeats,Seed,Epsilon,payoffs
38,CAUTIOUS,0.180996,5.35277,2.35462,8.35092,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
38,CONTRITE,0.419249,5.36656,2.36133,8.37179,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
38,PAVLOV,0.0439592,5.17743,2.27831,8.07655,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
38,GRIM,0.0455004,5.09237,2.23653,7.9482,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
39,ALLC,0.312585,5.47978,2.41013,8.54943,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
39,CAUTIOUS,0.179424,5.39241,2.37193,8.41288,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
39,CONTRITE,0.422786,5.48553,2.4133,8.55776,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
39,PAVLOV,0.0414361,5.12742,2.25609,7.99875,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
39,GRIM,0.0437688,5.23263,2.29822,8.16703,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
40,ALLC,0.314581,5.49247,2.41551,8.56944,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
40,CAUTIOUS,0.178086,5.41691,2.38262,8.4512,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
40,CONTRITE,0.42722,5.51485,2.42557,8.60413,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
40,PAVLOV,0.0385042,5.07145,2.23154,7.91136,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
40,GRIM,0.0416085,5.18825,2.27831,8.09818,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
41,ALLC,0.316051,5.50316,2.4198,8.58652,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
41,CAUTIOUS,0.176777,5.43731,2.39111,8.4835,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
41,CONTRITE,0.431326,5.53021,2.43219,8.62823,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
41,PAVLOV,0.0364671,5.18778,2.28204,8.09353,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
41,GRIM,0.0393797,5.18415,2.27637,8.09193,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
42,ALLC,0.318331,5.53506,2.43375,8.63638,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
42,CAUTIOUS,0.174202,5.41536,2.38137,8.44935,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
42,CONTRITE,0.436254,5.5582,2.44404,8.67237,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
42,PAVLOV,0.0340079,5.12483,2.25417,7.99548,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
42,GRIM,0.0372056,5.19202,2.2799,8.10415,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
43,ALLC,0.318431,5.51038,2.42236,8.59839,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
43,CAUTIOUS,0.173405,5.48347,2.41088,8.55607,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
43,CONTRITE,0.440639,5.56402,2.44644,8.6816,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
43,PAVLOV,0.0320582,5.19283,2.28369,8.10196,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
43,GRIM,0.0354667,5.25118,2.3049,8.19747,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
44,ALLC,0.320839,5.5303,2.43092,8.62968,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
44,CAUTIOUS,0.17126,5.42087,2.38323,8.4585,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
44,CONTRITE,0.443584,5.52546,2.42914,8.62178,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
44,PAVLOV,0.0305205,5.22552,2.29799,8.15304,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
44,GRIM,0.0337968,5.23036,2.29564,8.16508,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
45,ALLC,0.322113,5.53095,2.43085,8.63106,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
45,CAUTIOUS,0.169605,5.45586,2.39818,8.51353,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
45,CONTRITE,0.447305,5.5553,2.44194,8.66865,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
45,PAVLOV,0.028978,5.23065,2.30018,8.16111,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
45,GRIM,0.0319991,5.21604,2.28894,8.14314,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
46,ALLC,0.3245,5.56962,2.44782,8.69142,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
46,CAUTIOUS,0.167765,5.46867,2.40379,8.53355,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
46,CONTRITE,0.450832,5.57225,2.44906,8.69544,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
46,PAVLOV,0.0271242,5.17497,2.27561,8.07433,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
46,GRIM,0.0297791,5.1451,2.25813,8.03208,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
47,ALLC,0.326392,5.55821,2.44234,8.67407,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
47,CAUTIOUS,0.166547,5.48586,2.41104,8.56067,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
47,CONTRITE,0.452622,5.54792,2.43835,8.65749,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
47,PAVLOV,0.0260385,5.3048,2.33183,8.27776,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
47,GRIM,0.028401,5.27025,2.31238,8.22812,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
48,ALLC,0.331188,5.58918,2.45589,8.72247,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
48,CAUTIOUS,0.165915,5.48736,2.41151,8.56322,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
48,CONTRITE,0.451312,5.4923,2.41391,8.5707,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
48,PAVLOV,0.0246225,5.20869,2.28982,8.12756,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
48,GRIM,0.0269627,5.22929,2.29427,8.16431,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
49,ALLC,0.332794,5.58031,2.45195,8.70866,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
49,CAUTIOUS,0.164705,5.51288,2.42272,8.60303,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
49,CONTRITE,0.453376,5.57878,2.45155,8.706,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
49,PAVLOV,0.023264,5.24698,2.3065,8.18747,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
49,GRIM,0.0258618,5.32664,2.3366,8.31667,200,50,0,0,150,10,7,0.05,"5.000000,3.000000,1.000000,0.000000"
