Generation,Strategy,Share,Mean,CI_lower,CI_upper,Population,Total_Generations,Mutation,SCB,Rounds,Repeats,Seed,Epsilon,payoffs
41,CAUTIOUS,7.62607e-05,4.92915,2.17107,7.68723,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
41,CONTRITE,0.260079,5.99999,2.64775,9.35223,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
41,PAVLOV,0.260079,5.99999,2.64775,9.35223,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
41,GRIM,0.218918,5.99992,2.64772,9.35212,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
42,ALLC,0.260851,5.99999,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
42,CAUTIOUS,6.2651e-05,4.92914,2.17106,7.68722,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
42,CONTRITE,0.260083,5.99999,2.64775,9.35223,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
42,PAVLOV,0.260083,5.99999,2.64775,9.35223,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
42,GRIM,0.21892,5.99993,2.64773,9.35214,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
43,ALLC,0.260855,5.99999,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
43,CAUTIOUS,5.147e-05,4.92914,2.17106,7.68721,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
43,CONTRITE,0.260087,5.99999,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
43,PAVLOV,0.260087,5.99999,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
43,GRIM,0.218921,5.99995,2.64773,9.35216,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
44,ALLC,0.260857,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
44,CAUTIOUS,4.22842e-05,4.92913,2.17106,7.68721,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
44,CONTRITE,0.260089,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
44,PAVLOV,0.260089,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
44,GRIM,0.218922,5.99996,2.64773,9.35218,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
45,ALLC,0.26086,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
45,CAUTIOUS,3.47377e-05,4.92913,2.17105,7.6872,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
45,CONTRITE,0.260092,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
45,PAVLOV,0.260092,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
45,GRIM,0.218922,5.99996,2.64774,9.35219,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
46,ALLC,0.260862,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
46,CAUTIOUS,2.8538e-05,4.92913,2.17105,7.6872,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
46,CONTRITE,0.260094,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
46,PAVLOV,0.260094,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
46,GRIM,0.218923,5.99997,2.64774,9.3522,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
47,ALLC,0.260863,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
47,CAUTIOUS,2.34447e-05,4.92912,2.17105,7.6872,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
47,CONTRITE,0.260095,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
47,PAVLOV,0.260095,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
47,GRIM,0.218923,5.99998,2.64774,9.35221,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
48,ALLC,0.260864,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
48,CAUTIOUS,1.92604e-05,4.92912,2.17105,7.68719,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
48,CONTRITE,0.260096,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
48,PAVLOV,0.260096,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
48,GRIM,0.218924,5.99998,2.64774,9.35222,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
49,ALLC,0.260865,6,2.64775,9.35225,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
49,CAUTIOUS,1.58229e-05,4.92912,2.17105,7.68719,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
49,CONTRITE,0.260097,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
49,PAVLOV,0.260097,6,2.64775,9.35224,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
49,GRIM,0.218924,5.99998,2.64774,9.35222,200,50,0,0,150,10,7,0,"5.000000,3.000000,1.000000,0.000000"
